EPISODE,TITLE,RELEASE_DATE,Apple frame,Aurora borealis,Barn,Beach,Boat,Bridge,Building,Bushes,Cabin,Cactus,Circle frame,Cirrus clouds,Cliff,Clouds,Coniferous tree,Cumulis clouds,Decidious tree,Diane andre,Dock,Double oval frame,Farm,Fence,Fire,Florida frame,Flowers,Fog,Framed,Grass,Guest,Half circle frame,Half oval frame,Hills,Lake,Lakes,Lighthouse,Mill,Moon,At least one mountain,At least two mountains,Nighttime,Ocean,Oval frame,Palm trees,Path,Person,Portrait,Rectangle 3d frame,Rectangular frame,River or stream,Rocks,Seashell frame,Snow,Snow-covered mountain,Split frame,Steve ross,Man-made structure,Sun,Tomb frame,At least one tree,At least two trees,Triple frame,Waterfall,Waves,Windmill,Window frame,Winter setting,Wood framed,painting_index,season,episode,num_colors,youtube_src,Black_Gesso,Bright_Red,Burnt_Umber,Cadmium_Yellow,Dark_Sienna,Indian_Red,Indian_Yellow,Liquid_Black,Liquid_Clear,Midnight_Black,Phthalo_Blue,Phthalo_Green,Prussian_Blue,Sap_Green,Titanium_White,Van_Dyke_Brown,Yellow_Ochre,Alizarin_Crimson,alizarin crimson,bright red,burnt umber,cadmium yellow,dark sienna,indian yellow,indian red,liquid black,liquid clear,black gesso,midnight black,phthalo blue,phthalo green,prussian blue,sap green,titanium white,van dyke brown,yellow ochre,img_url,week_number,year
S09E04,"""MEADOW ROAD""",5/21/86,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,180,9,4,11,https://www.youtube.com/embed/u5VT_WGM0kg,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.332795824,0.353777935,0,0.317444811,0.311080186,0.265845114,0,0,0,0,0.37879275,0.331608092,0,0,0.294838293,0.416905192,0.315817655,0.32198588,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting180.png,21,1986
S09E05,"""WINTER OVAL""",5/28/86,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,181,9,5,7,https://www.youtube.com/embed/pYWiLm_-sXw,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0.133932403,0.198388982,0,0,0.101525222,0,0,0,0,0,0.149189886,0.250452379,0,0,0,0.74524938,0.101894379,0,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting181.png,22,1986
S09E06,"""SECLUDED BEACH""",6/4/86,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,182,9,6,11,https://www.youtube.com/embed/WGUcw_kFvzU,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0.233799985,0.267895812,0,0.251042036,0.218325313,0,0,0,0,0.213807288,0.31926492,0.4163899,0,0.428187266,0,0.459174236,0.237517931,0.225801193,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting182.png,23,1986
S09E07,"""FOREST HILLS""",6/11/86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,183,9,7,11,https://www.youtube.com/embed/E3XW_Zp238U,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.291882329,0.327044537,0,0.303094783,0.265462041,0.231417185,0,0,0,0,0.372692825,0.372373647,0,0,0.250292954,0.482674882,0.274791995,0.28383676,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting183.png,24,1986
S09E08,"""LITTLE HOUSE BY-THE-ROAD""",6/18/86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,184,9,8,11,https://www.youtube.com/embed/3CDg_9gL-5M,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.247848435,0.337803241,0,0.365954865,0.181414504,0.244364229,0,0,0,0,0.258572138,0.349930929,0,0,0.150287883,0.570211211,0.166107121,0.265478298,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting184.png,25,1986
S09E09,"""MOUNTAIN PATH""",6/25/86,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,185,9,9,11,https://www.youtube.com/embed/e0VUprkc1n0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.301683482,0.339399483,0,0.320818988,0.268886805,0.250698772,0,0,0,0,0.3443855,0.323389299,0,0,0.248621703,0.490435096,0.268199979,0.297597921,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting185.png,26,1986
S09E10,"""COUNTRY CHARM""",7/2/86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,9,10,11,https://www.youtube.com/embed/9wp8NRzCJnw,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.325923211,0.377880808,0,0.363623579,0.262414419,0.296126359,0,0,0,0,0.302863351,0.326200073,0,0,0.219746369,0.440935546,0.230753551,0.333611899,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting186.png,27,1986
S09E11,"""NATURE'S PARADISE""",7/9/86,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,187,9,11,11,https://www.youtube.com/embed/7yU55PUls2c,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.318767597,0.381471435,0,0.382356612,0.254312827,0.305018486,0,0,0,0,0.291770144,0.275392707,0,0,0.215573075,0.441532174,0.226013435,0.332017058,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting187.png,28,1986
S09E12,"""MOUNTAIN-BY-THE-SEA""",7/16/86,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,188,9,12,13,https://www.youtube.com/embed/so--opB-yuQ,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.238596777,0.265908046,0,0.251204976,0.224848559,0,0,0,0.479293831,0,0.296902064,0.361759268,0.270519339,0.371429007,0.21827852,0.479671318,0.23651645,0.230304983,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting188.png,29,1986
S09E13,"""MOUNTAIN HIDE-AWAY""",7/23/86,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,189,9,13,12,https://www.youtube.com/embed/q48EWPrbzVs,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.332742555,0.333822668,0,0.290282658,0.335728222,0.24965456,0,0,0,0.320115173,0.401764632,0.313187593,0,0,0.333705445,0.39396582,0.356541364,0.312483997,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting189.png,30,1986
S10E01,"""TOWERING PEAKS""",9/3/86,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,163,10,1,13,https://www.youtube.com/embed/1s58rW0_LN4,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0.313280035,0.321707366,0,0.275996054,0.300654127,0.231327736,0,0,0,0,0.398958927,0.378398554,0.367083141,0.3955468,0.286301191,0.403848487,0.311496128,0.295163558,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting163.png,36,1986
S10E02,"""CABIN AT SUNSET""",9/10/86,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,164,10,2,12,https://www.youtube.com/embed/a6Wil3OXNuI,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.460543323,0.462650469,0,0.395171429,0.444251806,0.354615744,0,0,0,0,0.534764574,0.352668639,0,0.385187996,0.42063743,0.276619269,0.449966261,0.436730041,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting164.png,37,1986
S10E03,"""TWIN FALLS""",9/17/86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,165,10,3,12,https://www.youtube.com/embed/cMwkY8ojRik,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.367704888,0.364000195,0,0.302156414,0.371875958,0.264129401,0,0,0,0,0.471258225,0.385584414,0,0.409799865,0.368959602,0.353355611,0.397963141,0.341163582,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting165.png,38,1986
S10E04,"""SECLUDED BRIDGE""",9/24/86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,166,10,4,12,https://www.youtube.com/embed/vrAMRxBB5KI,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.394756549,0.373084125,0,0.286824904,0.411105349,0.266197531,0,0,0,0,0.541859258,0.467177943,0,0.493341481,0.41178378,0.250972335,0.448098257,0.358153586,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting166.png,39,1986
S10E05,"""OCEAN BREEZE""",10/1/86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,167,10,5,12,https://www.youtube.com/embed/XZmdzfvXRuw,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0.26635891,0.321800963,0,0.305201991,0.225050188,0,0,0,0,0.186013699,0.348862284,0.480386715,0.298285436,0.497492927,0,0.456785768,0.230123683,0.265029626,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting167.png,40,1986
S10E06,"""AUTUMN WOODS""",10/8/86,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,168,10,6,12,https://www.youtube.com/embed/vKyMU5Z8cDI,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.510117402,0.452242928,0,0.323829336,0.531289287,0.332334724,0,0,0,0,0.689361752,0.471534356,0,0.508424816,0.510376491,0.168704794,0.555129502,0.454342754,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting168.png,41,1986
S10E07,"""WINTER SOLITUDE""",10/15/86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,170,10,7,7,https://www.youtube.com/embed/ov4YaCQB9co,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0.165335029,0.240208069,0,0,0.118310663,0,0,0,0,0,0.178123911,0.284615426,0,0,0,0.735546631,0.110881935,0,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting170.png,42,1986
S10E08,"""GOLDEN SUNSET""",10/22/86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,171,10,8,12,https://www.youtube.com/embed/CiNDyckERXQ,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.539650456,0.587654814,0,0.502673935,0.458696599,0.450612641,0,0,0,0.323330278,0.551076736,0.373198074,0,0,0.400987656,0.252617613,0.427073875,0.534792905,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting171.png,43,1986
S10E10,"""OCEAN SUNSET""",11/5/86,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,173,10,10,12,https://www.youtube.com/embed/OJ_xqtvZf3o,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0.318875551,0.38293636,0,0.384224768,0.268013675,0.288295313,0,0,0.366674966,0,0.362075216,0.371871779,0,0.396300134,0,0.422326806,0.265079168,0.325271721,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting173.png,45,1986
S10E11,"""TRIPLE VIEW""",11/12/86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,174,10,11,12,https://www.youtube.com/embed/zoTeyliLn5o,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.19052008,0.25596865,0,0.278433234,0.145321254,0.178472851,0,0,0,0,0.219030922,0.305748707,0,0.31650619,0.12509566,0.649558322,0.13902255,0.20021468,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting174.png,46,1986
S10E12,"""WINTER FROST""",11/19/86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,175,10,12,9,https://www.youtube.com/embed/8satX-hLkuI,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0.171363642,0.261330792,0,0.304686386,0.112220892,0,0,0,0,0,0.190883634,0.349464471,0,0.358886242,0,0.702132662,0.101410847,0,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting175.png,47,1986
S10E13,"""LAKESIDE CABIN""",11/26/86,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,176,10,13,12,https://www.youtube.com/embed/1l_TsfCIb_I,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.381173165,0.413901004,0,0.35508614,0.325534494,0.304420353,0,0,0,0,0.421919933,0.404036547,0,0.426224567,0.284084994,0.367609333,0.305786433,0.372997974,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting176.png,48,1986
S11E01,"""MOUNTAIN STREAM""",12/31/86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,150,11,1,12,https://www.youtube.com/embed/xdFCj6BzQio,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.412667498,0.345525288,0,0.236748618,0.494745248,0.249273827,0,0,0,0,0.60851771,0.421166655,0,0.455320259,0.548813524,0.123443205,0.589003789,0.355970766,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting150.png,1,1987
S11E02,"""COUNTRY CABIN""",1/7/87,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,151,11,2,7,https://www.youtube.com/embed/Dkww2nHpuZw,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0.271426591,0.289087533,0,0,0.272182153,0,0,0,0,0,0.370313785,0,0,0.398892449,0,0.450251795,0.303266116,0,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting151.png,2,1987
S11E03,"""DAISY DELIGHT""",1/14/87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,152,11,3,10,https://www.youtube.com/embed/HuHC1RqtvDA,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0.561868538,0,0,0.323199834,0.615058113,0,0,0,0.071013543,0,0.703590056,0.351947623,0,0,0.629973642,0.100452227,0.665369496,0.496502088,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting152.png,3,1987
S11E04,"""HIDDEN STREAM""",1/21/87,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,153,11,4,12,https://www.youtube.com/embed/JGzTg8fCj4w,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.479441555,0.435812497,0,0.319644804,0.508625879,0.316658929,0,0,0,0,0.661454915,0.454476976,0,0.493870874,0.511385935,0.183097224,0.555577406,0.430012585,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting153.png,4,1987
S11E05,"""TOWERING GLACIER""",1/28/87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,154,11,5,12,https://www.youtube.com/embed/67vdGbA3Xkg,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0.269281154,0.278637369,0,0.248588697,0.283823083,0.192686897,0,0,0,0.323685107,0.376970355,0,0,0.395710253,0.300022665,0.424674282,0.327033025,0.249993145,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting154.png,5,1987
S11E06,"""OVAL BARN""",2/4/87,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,155,11,6,6,https://www.youtube.com/embed/HqBhCibidNM,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.293182493,0,0,0.175564324,0,0,0,0,0,0.291208762,0,0,0.47318478,0,0.571835383,0.1744839,0,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting155.png,6,1987
S11E07,"""LAKESIDE PATH""",2/11/87,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,156,11,7,12,https://www.youtube.com/embed/1yjGoJokbZg,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.461734538,0.468030955,0,0.375134315,0.433126868,0.336951139,0,0,0,0,0.577026842,0.48613914,0,0.523834368,0.402454745,0.277240085,0.437468498,0.434205942,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting156.png,7,1987
S11E08,"""SUNSET OVAL""",2/18/87,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,157,11,8,11,https://www.youtube.com/embed/9xG6IzcGotI,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0.389155372,0.455326405,0,0.432255225,0.339127997,0.337226253,0,0,0,0,0.425227054,0.397151979,0,0,0.311539656,0.403744102,0.335557095,0.391310894,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting157.png,8,1987
S11E09,"""WINTER BARN""",2/25/87,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,158,11,9,6,https://www.youtube.com/embed/_xkn0ceDreo,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0.29598955,0,0,0,0.241458852,0,0,0,0,0,0.350702897,0.437577792,0,0,0,0.513433011,0.238212568,0,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting158.png,9,1987
S11E10,"""SUNSET OVER THE WAVES""",3/4/87,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,159,11,10,10,https://www.youtube.com/embed/c4b_B2F1eZg,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0.592300599,0.542916939,0,0.418820081,0.605417256,0.437552775,0,0,0,0.514104765,0.596555182,0.292247616,0,0,0,0.155796245,0.598824615,0,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting159.png,10,1987
S11E11,"""GOLDEN GLOW""",3/11/87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,160,11,11,8,https://www.youtube.com/embed/aA8RhtaWACA,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0.414901458,0.308215808,0.325885719,0,0,0.34632292,0,0,0,0,0.305761404,0,0.402549607,0.29577232,0.361798081,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting160.png,11,1987
S11E12,"""ROADSIDE BARN""",3/18/87,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,161,11,12,11,https://www.youtube.com/embed/vJpKhiXvXdA,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0.491554831,0.452882878,0,0.342466881,0.497332351,0.340679771,0,0,0,0,0.58885811,0,0,0.435613706,0.47524211,0.237322081,0.506902659,0.44835446,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting161.png,12,1987
S11E13,"""HAPPY ACCIDENT""",3/25/87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,162,11,13,11,https://www.youtube.com/embed/Fw6odlNp7_8,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0.579504079,0.584326854,0,0.44845931,0.519366914,0.429405529,0,0,0,0,0.667922089,0,0,0.502939264,0.462970668,0.214690901,0.497995605,0.54962516,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting162.png,13,1987
S12E01,"""GOLDEN KNOLL""",4/29/87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,137,12,1,7,https://www.youtube.com/embed/-O0Bs65eN5w,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0.451209367,0.407830118,0.407678742,0,0,0,0,0.433775875,0,0,0,0,0.313262536,0.37756328,0.46982083,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting137.png,18,1987
S12E02,"""MOUNTAIN REFLECTIONS""",5/6/87,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,138,12,2,12,https://www.youtube.com/embed/rzYpa4XGSnA,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.322892703,0.303416468,0,0.242706895,0.350076617,0.216977597,0,0,0,0,0.437032663,0.39514769,0,0.409707762,0.36263619,0.310121456,0.391357388,0.291447515,https://raw.githubusercontent.com/jwilber/Bob_Ross_Paintings/master/data/paintings/painting138.png,19,1987
